TIME,DATA_VALUE,ITEM_NAME,UNIT
20220916,4.758,"회사채(3년, AA-)",연%
20220919,4.751,"회사채(3년, AA-)",연%
20220920,4.806,"회사채(3년, AA-)",연%
20220921,4.843,"회사채(3년, AA-)",연%
20220922,5.092,"회사채(3년, AA-)",연%
20220923,5.189,"회사채(3년, AA-)",연%
20220926,5.528,"회사채(3년, AA-)",연%
20220927,5.308,"회사채(3년, AA-)",연%
20220928,5.342,"회사채(3년, AA-)",연%
20220929,5.378,"회사채(3년, AA-)",연%
20220930,5.28,"회사채(3년, AA-)",연%
20221004,5.175,"회사채(3년, AA-)",연%
20221005,5.242,"회사채(3년, AA-)",연%
20221006,5.231,"회사채(3년, AA-)",연%
20221007,5.358,"회사채(3년, AA-)",연%
20221011,5.436,"회사채(3년, AA-)",연%
20221012,5.21,"회사채(3년, AA-)",연%
20221013,5.31,"회사채(3년, AA-)",연%
20221014,5.32,"회사채(3년, AA-)",연%
20221017,5.373,"회사채(3년, AA-)",연%
20221018,5.408,"회사채(3년, AA-)",연%
20221019,5.533,"회사채(3년, AA-)",연%
20221020,5.588,"회사채(3년, AA-)",연%
20221021,5.736,"회사채(3년, AA-)",연%
20221024,5.592,"회사채(3년, AA-)",연%
20221025,5.528,"회사채(3년, AA-)",연%
20221026,5.553,"회사채(3년, AA-)",연%
20221027,5.62,"회사채(3년, AA-)",연%
20221028,5.487,"회사채(3년, AA-)",연%
20221031,5.58,"회사채(3년, AA-)",연%
20221101,5.486,"회사채(3년, AA-)",연%
20221102,5.533,"회사채(3년, AA-)",연%
20221103,5.616,"회사채(3년, AA-)",연%
20221104,5.591,"회사채(3년, AA-)",연%
20221107,5.662,"회사채(3년, AA-)",연%
20221108,5.642,"회사채(3년, AA-)",연%
20221109,5.594,"회사채(3년, AA-)",연%
20221110,5.551,"회사채(3년, AA-)",연%
20221111,5.361,"회사채(3년, AA-)",연%
20221114,5.42,"회사채(3년, AA-)",연%
20221115,5.346,"회사채(3년, AA-)",연%
20221116,5.416,"회사채(3년, AA-)",연%
20221117,5.427,"회사채(3년, AA-)",연%
20221118,5.429,"회사채(3년, AA-)",연%
20221121,5.492,"회사채(3년, AA-)",연%
20221122,5.516,"회사채(3년, AA-)",연%
20221123,5.536,"회사채(3년, AA-)",연%
20221124,5.402,"회사채(3년, AA-)",연%
20221125,5.376,"회사채(3년, AA-)",연%
20221128,5.405,"회사채(3년, AA-)",연%
20221129,5.468,"회사채(3년, AA-)",연%
20221130,5.445,"회사채(3년, AA-)",연%
20221201,5.422,"회사채(3년, AA-)",연%
20221202,5.386,"회사채(3년, AA-)",연%
20221205,5.37,"회사채(3년, AA-)",연%
20221206,5.387,"회사채(3년, AA-)",연%
20221207,5.411,"회사채(3년, AA-)",연%
20221208,5.412,"회사채(3년, AA-)",연%
20221209,5.391,"회사채(3년, AA-)",연%
20221212,5.383,"회사채(3년, AA-)",연%
20221213,5.374,"회사채(3년, AA-)",연%
20221214,5.272,"회사채(3년, AA-)",연%
20221215,5.263,"회사채(3년, AA-)",연%
20221216,5.227,"회사채(3년, AA-)",연%
20221219,5.217,"회사채(3년, AA-)",연%
20221220,5.333,"회사채(3년, AA-)",연%
20221221,5.272,"회사채(3년, AA-)",연%
20221222,5.192,"회사채(3년, AA-)",연%
20221223,5.215,"회사채(3년, AA-)",연%
20221226,5.235,"회사채(3년, AA-)",연%
20221227,5.219,"회사채(3년, AA-)",연%
20221228,5.203,"회사채(3년, AA-)",연%
20221229,5.238,"회사채(3년, AA-)",연%
20221230,5.231,"회사채(3년, AA-)",연%
20230102,5.262,"회사채(3년, AA-)",연%
20230103,5.131,"회사채(3년, AA-)",연%
20230104,5.078,"회사채(3년, AA-)",연%
20230105,5.06,"회사채(3년, AA-)",연%
20230106,5.062,"회사채(3년, AA-)",연%
20230109,4.93,"회사채(3년, AA-)",연%
20230110,4.887,"회사채(3년, AA-)",연%
20230111,4.784,"회사채(3년, AA-)",연%
20230112,4.73,"회사채(3년, AA-)",연%
20230113,4.62,"회사채(3년, AA-)",연%
20230116,4.661,"회사채(3년, AA-)",연%
20230117,4.677,"회사채(3년, AA-)",연%
20230118,4.56,"회사채(3년, AA-)",연%
20230119,4.403,"회사채(3년, AA-)",연%
20230120,4.453,"회사채(3년, AA-)",연%
20230125,4.4,"회사채(3년, AA-)",연%
20230126,4.361,"회사채(3년, AA-)",연%
20230127,4.364,"회사채(3년, AA-)",연%
20230130,4.31,"회사채(3년, AA-)",연%
20230131,4.344,"회사채(3년, AA-)",연%
20230201,4.268,"회사채(3년, AA-)",연%
20230202,4.177,"회사채(3년, AA-)",연%
20230203,4.081,"회사채(3년, AA-)",연%
20230206,4.237,"회사채(3년, AA-)",연%
20230207,4.244,"회사채(3년, AA-)",연%
20230208,4.244,"회사채(3년, AA-)",연%
20230209,4.254,"회사채(3년, AA-)",연%
20230210,4.231,"회사채(3년, AA-)",연%
20230213,4.252,"회사채(3년, AA-)",연%
20230214,4.207,"회사채(3년, AA-)",연%
20230215,4.255,"회사채(3년, AA-)",연%
20230216,4.239,"회사채(3년, AA-)",연%
20230217,4.345,"회사채(3년, AA-)",연%
20230220,4.369,"회사채(3년, AA-)",연%
20230221,4.324,"회사채(3년, AA-)",연%
20230222,4.342,"회사채(3년, AA-)",연%
20230223,4.311,"회사채(3년, AA-)",연%
20230224,4.255,"회사채(3년, AA-)",연%
20230227,4.366,"회사채(3년, AA-)",연%
20230228,4.484,"회사채(3년, AA-)",연%
20230302,4.558,"회사채(3년, AA-)",연%
20230303,4.471,"회사채(3년, AA-)",연%
20230306,4.458,"회사채(3년, AA-)",연%
20230307,4.41,"회사채(3년, AA-)",연%
20230308,4.534,"회사채(3년, AA-)",연%
20230309,4.54,"회사채(3년, AA-)",연%
20230310,4.396,"회사채(3년, AA-)",연%
20230313,4.149,"회사채(3년, AA-)",연%
20230314,4.085,"회사채(3년, AA-)",연%
20230315,4.169,"회사채(3년, AA-)",연%
20230316,4.098,"회사채(3년, AA-)",연%
20230317,4.11,"회사채(3년, AA-)",연%
20230320,3.986,"회사채(3년, AA-)",연%
20230321,4.016,"회사채(3년, AA-)",연%
20230322,4.014,"회사채(3년, AA-)",연%
20230323,3.97,"회사채(3년, AA-)",연%
20230324,3.928,"회사채(3년, AA-)",연%
20230327,3.989,"회사채(3년, AA-)",연%
20230328,4.029,"회사채(3년, AA-)",연%
20230329,4.027,"회사채(3년, AA-)",연%
20230330,4.035,"회사채(3년, AA-)",연%
20230331,4.074,"회사채(3년, AA-)",연%
20230403,4.139,"회사채(3년, AA-)",연%
20230404,4.081,"회사채(3년, AA-)",연%
20230405,4.072,"회사채(3년, AA-)",연%
20230406,4.022,"회사채(3년, AA-)",연%
20230407,4.049,"회사채(3년, AA-)",연%
20230410,4.004,"회사채(3년, AA-)",연%
20230411,4.041,"회사채(3년, AA-)",연%
20230412,4.042,"회사채(3년, AA-)",연%
20230413,4.009,"회사채(3년, AA-)",연%
20230414,4.022,"회사채(3년, AA-)",연%
20230417,4.092,"회사채(3년, AA-)",연%
20230418,4.101,"회사채(3년, AA-)",연%
20230419,4.146,"회사채(3년, AA-)",연%
20230420,4.146,"회사채(3년, AA-)",연%
20230421,4.083,"회사채(3년, AA-)",연%
20230424,4.051,"회사채(3년, AA-)",연%
20230425,4.076,"회사채(3년, AA-)",연%
20230426,4.069,"회사채(3년, AA-)",연%
20230427,4.094,"회사채(3년, AA-)",연%
20230428,4.105,"회사채(3년, AA-)",연%
20230502,4.14,"회사채(3년, AA-)",연%
20230503,4.094,"회사채(3년, AA-)",연%
20230504,4.03,"회사채(3년, AA-)",연%
20230508,4.079,"회사채(3년, AA-)",연%
20230509,4.069,"회사채(3년, AA-)",연%
20230510,4.086,"회사채(3년, AA-)",연%
20230511,4.032,"회사채(3년, AA-)",연%
20230512,4.035,"회사채(3년, AA-)",연%
20230515,4.089,"회사채(3년, AA-)",연%
20230516,4.056,"회사채(3년, AA-)",연%
20230517,4.084,"회사채(3년, AA-)",연%
20230518,4.123,"회사채(3년, AA-)",연%
20230519,4.148,"회사채(3년, AA-)",연%
20230522,4.127,"회사채(3년, AA-)",연%
20230523,4.181,"회사채(3년, AA-)",연%
